om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
614552,2017,1,21,1/21/2017,11:54:00,3,GA,13,0,1,0,0,10000,0,32.797,-83.17,32.827,-83.076,5.84,100,1,1,1,319,0,0,0,0
614553,2017,1,21,1/21/2017,12:10:00,3,GA,13,0,0,0,0,25000,0,33.1792,-83.343,33.1839,-83.335,0.57,50,1,1,1,237,0,0,0,0
614554,2017,1,21,1/21/2017,12:20:00,3,GA,13,0,0,0,0,12000,0,32.671,-82.915,32.686,-82.882,2.18,85,1,1,1,175,0,0,0,0
614555,2017,1,21,1/21/2017,12:28:00,3,GA,13,0,1,0,0,10000,0,33.0525,-83.0967,33.0555,-83.0884,0.53,70,1,1,1,141,9,0,0,0
614556,2017,1,21,1/21/2017,12:39:00,3,GA,13,0,0,0,0,10000,0,32.688,-82.641,32.754,-82.564,6.39,100,1,1,1,167,0,0,0,0
614557,2017,1,21,1/21/2017,12:40:00,3,GA,13,0,1,0,0,30000,0,32.896,-82.82,32.929,-82.799,2.59,300,1,1,1,303,0,0,0,0
614558,2017,1,21,1/21/2017,12:45:00,3,GA,13,0,1,0,0,50000,0,32.924,-82.779,32.938,-82.764,1.3,300,1,1,1,303,0,0,0,0
614559,2017,1,21,1/21/2017,12:46:00,3,GA,13,0,1,0,0,60000,0,32.95,-82.73,32.986,-82.592,8.38,300,1,1,1,303,0,0,0,0
614560,2017,1,21,1/21/2017,13:09:00,3,GA,13,0,0,0,0,0,0,32.8601,-82.2922,32.8787,-82.2891,1.3,250,1,1,1,33,0,0,0,0
614561,2017,1,21,1/21/2017,13:11:00,3,GA,13,0,0,0,0,50000,0,32.6596,-82.1848,32.7009,-82.1185,4.8,200,1,1,1,107,0,0,0,0
614562,2017,1,21,1/21/2017,13:23:00,3,GA,13,0,0,0,0,0,0,32.9581,-82.1649,32.9501,-82.1886,1.5,100,1,1,1,33,0,0,0,0
614563,2017,1,21,1/21/2017,13:40:00,3,GA,13,0,1,0,0,0,0,33.0648,-81.9642,33.0794,-81.9616,1,75,1,1,1,33,0,0,0,0
614564,2017,1,21,1/21/2017,13:42:00,3,GA,13,0,0,0,0,0,0,32.82,-81.76,32.83,-81.76,0.69,50,1,1,1,251,0,0,0,0
614565,2017,1,21,1/21/2017,13:50:00,3,GA,13,0,0,0,0,0,0,31.93,-82.09,31.92,-82.08,0.91,250,1,1,1,267,0,0,0,0
614566,2017,1,21,1/21/2017,13:52:00,3,GA,13,0,1,0,0,0,0,32.78,-81.61,32.8,-81.57,2.7,525,1,1,1,251,0,0,0,0
614584,2017,1,22,1/22/2017,1:56:00,3,GA,13,0,2,3,0,270000,0,30.8997,-83.9821,31.0016,-83.6917,18.67,700,1,1,1,275,27,0,0,0
614585,2017,1,22,1/22/2017,2:29:00,3,GA,13,0,3,45,11,2500000,0,30.9998,-83.5841,31.1557,-83.2095,24.66,700,1,1,1,27,75,19,0,0
614586,2017,1,22,1/22/2017,3:25:00,3,GA,13,0,1,0,0,0,0,32.01,-81.67,32.01,-81.66,0.59,250,1,1,1,179,0,0,0,0
614587,2017,1,22,1/22/2017,3:47:00,3,GA,13,0,1,0,0,0,0,31.402,-83.0281,31.4287,-82.9857,3.11,1200,1,1,1,69,0,0,0,0
614588,2017,1,22,1/22/2017,4:52:00,3,GA,13,0,1,0,0,0,0,31.7404,-82.5428,31.7826,-82.3602,11.12,1900,1,1,1,1,0,0,0,0
614589,2017,1,22,1/22/2017,6:00:00,3,GA,13,0,1,0,0,250000,0,30.8897,-83.3891,30.9158,-83.3134,4.84,400,1,1,1,185,0,0,0,0
614593,2017,1,22,1/22/2017,13:38:00,3,GA,13,0,2,1,0,650000,0,31.5704,-84.8654,31.6805,-84.7076,12.03,400,1,1,1,61,37,243,0,0
614597,2017,1,22,1/22/2017,14:15:00,3,GA,13,0,3,88,5,310300000,0,31.4373,-84.3447,31.9924,-83.3474,70.4,2200,1,1,1,95,321,287,315,0
614598,2017,1,22,1/22/2017,14:52:00,3,GA,13,0,1,0,0,20000,0,31.916,-83.808,31.998,-83.74,6.93,300,1,1,1,81,0,0,0,0
614599,2017,1,22,1/22/2017,15:00:00,3,GA,13,0,1,0,0,10000,0,31.804,-83.6168,31.8062,-83.6125,0.29,900,1,1,1,81,0,0,0,0
614600,2017,1,22,1/22/2017,15:15:00,3,GA,13,0,1,0,0,20000,0,32.422,-83.3588,32.4452,-83.332,2.24,100,1,1,1,23,0,0,0,0
614601,2017,1,22,1/22/2017,15:22:00,3,GA,13,0,0,0,0,10000,0,32.524,-83.317,32.53,-83.3105,0.56,50,1,1,1,23,0,0,0,0
614602,2017,1,22,1/22/2017,15:47:00,3,GA,13,0,1,0,0,0,0,31.402,-83.0281,31.4287,-82.9857,3.11,1200,1,1,1,3,0,0,0,0
614603,2017,1,22,1/22/2017,17:26:00,3,GA,13,0,1,0,0,0,0,30.9007,-81.8579,31.0439,-81.6321,16.64,120,1,1,1,39,0,0,0,0
614604,2017,1,22,1/22/2017,17:29:00,3,GA,13,0,1,0,0,0,0,30.9541,-81.8902,30.9697,-81.8692,1.65,120,1,1,1,39,0,0,0,0
614617,2017,2,7,2/7/2017,15:36:00,3,GA,13,0,1,0,0,150000,0,32.6234,-84.9057,32.6468,-84.8773,2.31,250,1,1,1,145,0,0,0,0
614623,2017,2,9,2/9/2017,2:51:00,3,GA,13,0,2,7,0,0,0,32.34,-81.56,32.2999,-81.3994,9.81,300,1,1,1,31,103,0,0,0
614715,2017,3,1,3/1/2017,15:27:00,3,GA,13,0,1,0,0,100000,0,34.7755,-84.8207,34.7756,-84.7699,2.88,150,1,1,1,213,0,0,0,0
614802,2017,3,21,3/21/2017,19:03:00,3,GA,13,0,0,0,0,20000,0,33.9807,-83.6548,33.9789,-83.6537,0.14,100,1,1,1,13,0,0,0,0
614803,2017,3,21,3/21/2017,19:03:00,3,GA,13,0,1,0,0,75000,0,34.058,-83.4923,34.0587,-83.4847,0.44,100,1,1,1,157,0,0,0,0
614895,2017,4,3,4/3/2017,8:58:00,3,GA,13,0,1,0,0,50000,0,33.5688,-85.1141,33.5826,-85.0765,2.37,300,1,1,1,45,0,0,0,0
614896,2017,4,3,4/3/2017,9:28:00,3,GA,13,0,1,0,0,100000,0,33.5678,-84.7811,33.5773,-84.7113,4.07,150,1,1,1,121,0,0,0,0
614897,2017,4,3,4/3/2017,9:42:00,3,GA,13,0,1,0,0,100000,0,32.4443,-84.9555,32.4484,-84.8996,3.27,175,1,1,1,215,0,0,0,0
614898,2017,4,3,4/3/2017,10:10:00,3,GA,13,0,0,0,0,100000,0,32.0336,-84.8361,32.0306,-84.8097,1.56,150,1,1,1,259,0,0,0,0
614899,2017,4,3,4/3/2017,10:16:00,3,GA,13,0,0,0,0,20000,0,32.0692,-84.7015,32.081,-84.6832,1.35,100,1,1,1,259,0,0,0,0
614900,2017,4,3,4/3/2017,10:17:00,3,GA,13,0,1,0,0,75000,0,34.4858,-83.9252,34.5356,-83.8714,4.61,350,1,1,1,187,0,0,0,0
614901,2017,4,3,4/3/2017,10:18:00,3,GA,13,0,0,0,0,25000,0,32.6956,-84.5267,32.7069,-84.4908,2.23,75,1,1,1,263,0,0,0,0
614902,2017,4,3,4/3/2017,10:26:00,3,GA,13,0,1,0,0,50000,0,32.7458,-84.4357,32.7462,-84.3729,3.65,200,1,1,1,263,0,0,0,0
614903,2017,4,3,4/3/2017,10:29:00,3,GA,13,0,0,0,0,15000,0,32.1409,-84.6112,32.1492,-84.5456,3.88,150,1,1,1,307,0,0,0,0
614904,2017,4,3,4/3/2017,10:35:00,3,GA,13,0,0,0,0,50000,0,33.2599,-84.2874,33.2613,-84.2773,0.59,150,1,1,1,255,0,0,0,0
614905,2017,4,3,4/3/2017,10:36:00,3,GA,13,0,0,0,0,30000,0,32.8198,-84.3151,32.8296,-84.2875,1.74,75,1,1,1,293,0,0,0,0
614906,2017,4,3,4/3/2017,10:44:00,3,GA,13,0,1,0,0,20000,0,32.843,-84.2483,32.8724,-84.1389,6.67,150,1,1,1,293,0,0,0,0
614907,2017,4,3,4/3/2017,10:46:00,3,GA,13,0,1,0,0,500000,0,32.2295,-84.3569,32.2272,-84.2632,5.48,200,1,1,1,249,0,0,0,0
614908,2017,4,3,4/3/2017,10:52:00,3,GA,13,0,0,0,0,50000,0,33.3184,-84.1156,33.3181,-84.085,1.77,250,1,1,1,151,0,0,0,0
614909,2017,4,3,4/3/2017,11:06:00,3,GA,13,0,1,0,0,300000,0,32.9899,-83.9028,33.0316,-83.7716,8.13,300,1,1,1,207,0,0,0,0
614910,2017,4,3,4/3/2017,11:30:00,3,GA,13,0,1,0,0,175000,0,32.6576,-83.7657,32.6545,-83.6079,9.23,600,1,1,1,225,153,0,0,0
614911,2017,4,3,4/3/2017,11:40:00,3,GA,13,0,0,0,0,50000,0,33.146,-83.6046,33.1538,-83.5546,2.94,100,1,1,1,169,0,0,0,0
614913,2017,4,3,4/3/2017,11:56:00,3,GA,13,0,1,0,0,30000,0,32.6682,-83.5264,32.6682,-83.4267,5.8,440,1,1,1,289,0,0,0,0
614914,2017,4,3,4/3/2017,12:03:00,3,GA,13,0,2,0,0,100000,0,32.8592,-83.3733,32.8822,-83.3242,3.26,200,1,1,1,319,0,0,0,0
614915,2017,4,3,4/3/2017,12:06:00,3,GA,13,0,1,0,0,170000,0,32.6758,-83.3528,32.6875,-83.2211,7.91,350,1,1,1,289,319,0,0,0
614916,2017,4,3,4/3/2017,12:10:00,3,GA,13,0,0,0,0,0,0,31.72,-83.9,31.72,-83.9,0.01,10,1,1,1,321,0,0,0,0
614918,2017,4,3,4/3/2017,12:16:00,3,GA,13,0,0,0,0,25000,0,32.8899,-83.2291,32.9033,-83.16,4.11,90,1,1,1,319,0,0,0,0
614919,2017,4,3,4/3/2017,12:21:00,3,GA,13,0,0,0,0,20000,0,33.2938,-83.1208,33.2877,-83.0648,3.26,200,1,1,1,141,0,0,0,0
614920,2017,4,3,4/3/2017,12:26:00,3,GA,13,0,0,0,0,30000,0,32.667,-83.124,32.6822,-83.0125,6.57,150,1,1,1,319,175,0,0,0
614921,2017,4,3,4/3/2017,12:28:00,3,GA,13,0,0,0,0,30000,0,32.775,-83.0829,32.7745,-83.08,0.17,100,1,1,1,319,0,0,0,0
614922,2017,4,3,4/3/2017,12:36:00,3,GA,13,0,1,0,0,30000,0,32.9203,-82.9996,32.9346,-82.9024,5.72,250,1,1,1,303,0,0,0,0
614924,2017,4,3,4/3/2017,12:56:00,3,GA,13,0,0,0,0,10000,0,33.0514,-82.7538,33.0522,-82.7471,0.39,150,1,1,1,303,0,0,0,0
614925,2017,4,3,4/3/2017,13:00:00,3,GA,13,0,1,0,0,75000,0,33.0454,-82.6641,33.0661,-82.5366,7.52,300,1,1,1,303,163,0,0,0
614935,2017,4,5,4/5/2017,9:59:00,3,GA,13,0,2,0,0,100000,0,31.7743,-85.1335,31.8218,-85.015,7.7,1140,2,1,2,61,239,0,0,0
614936,2017,4,5,4/5/2017,10:03:00,3,GA,13,0,1,0,0,20000,0,33.37,-84.6655,33.3513,-84.6002,3.98,350,1,1,1,77,0,0,0,0
614937,2017,4,5,4/5/2017,10:09:00,3,GA,13,0,1,0,0,40000,0,33.7202,-83.8795,33.7107,-83.8296,2.94,350,1,1,1,217,297,0,0,0
614938,2017,4,5,4/5/2017,10:27:00,3,GA,13,0,2,0,0,150000,0,31.9114,-84.8277,31.9708,-84.5496,16.86,1320,1,1,1,243,259,307,0,0
614940,2017,4,5,4/5/2017,11:40:00,3,GA,13,0,0,0,0,30000,0,32.005,-84.4282,32.0244,-84.3794,3.16,150,1,1,1,261,0,0,0,0
614941,2017,4,5,4/5/2017,11:55:00,3,GA,13,0,1,0,0,150000,0,32.0574,-83.9476,32.1295,-83.8242,8.77,200,1,1,1,93,0,0,0,0
614943,2017,4,5,4/5/2017,13:05:00,3,GA,13,0,1,0,0,200000,0,32.2761,-83.2887,32.3008,-83.2248,4.1,350,1,1,1,91,0,0,0,0
614945,2017,4,5,4/5/2017,13:38:00,3,GA,13,0,2,0,0,170000,0,32.3323,-82.9856,32.4172,-82.6544,20.19,400,1,1,1,175,283,0,0,0
615016,2017,4,27,4/27/2017,11:15:00,3,GA,13,0,2,0,0,317000,0,32.5409,-84.6735,32.6822,-84.3434,21.71,700,1,1,1,263,269,263,0,0
615083,2017,5,1,5/1/2017,8:07:00,3,GA,13,0,0,0,0,12000,0,32.34,-84.928,32.3456,-84.9239,0.46,50,1,1,1,53,0,0,0,0
615084,2017,5,1,5/1/2017,8:24:00,3,GA,13,0,0,0,0,25000,0,34.2529,-84.2152,34.2663,-84.1773,2.36,150,1,1,1,117,0,0,0,0
615097,2017,5,4,5/4/2017,11:25:00,3,GA,13,0,0,0,0,0,0,31.3841,-82.9376,31.3838,-82.9377,0.02,35,1,1,1,3,0,0,0,0
615098,2017,5,4,5/4/2017,12:04:00,3,GA,13,0,1,0,0,0,0,31.5894,-82.6965,31.62,-82.696,1.9,60,1,1,1,69,0,0,0,0
615099,2017,5,4,5/4/2017,12:20:00,3,GA,13,0,1,0,0,0,0,31.6869,-82.6207,31.6929,-82.6207,1,70,1,1,1,161,0,0,0,0
615100,2017,5,4,5/4/2017,15:50:00,3,GA,13,0,1,5,0,0,0,32.0808,-81.148,32.1178,-81.1292,2.78,120,1,1,1,51,0,0,0,0
615105,2017,5,4,5/4/2017,19:12:00,3,GA,13,0,0,0,0,50000,0,33.656,-84.4185,33.6569,-84.4169,0.11,50,1,1,1,121,0,0,0,0
615107,2017,5,4,5/4/2017,19:40:00,3,GA,13,0,0,0,0,15000,0,33.7785,-84.252,33.7879,-84.2365,1.1,80,1,1,1,89,0,0,0,0
615302,2017,5,23,5/23/2017,9:46:00,3,GA,13,0,0,0,0,2000,0,31.6552,-84.8836,31.6919,-84.7159,10.18,50,1,1,1,243,0,0,0,0
615303,2017,5,23,5/23/2017,10:56:00,3,GA,13,0,1,0,0,50000,0,31.854,-84.2359,31.9811,-84.1345,10.63,100,1,1,1,177,261,0,0,0
615304,2017,5,23,5/23/2017,11:46:00,3,GA,13,0,1,2,0,100000,0,31.8667,-83.7481,31.8788,-83.6603,5.22,150,1,1,1,81,0,0,0,0
615305,2017,5,23,5/23/2017,12:00:00,3,GA,13,0,1,0,0,500000,0,31.8956,-83.5756,31.8993,-83.5492,1.57,50,1,1,1,315,0,0,0,0
615310,2017,5,23,5/23/2017,15:53:00,3,GA,13,0,2,0,0,0,0,31.9849,-80.9971,32.0328,-80.8825,7.49,300,1,1,1,51,0,0,0,0
615315,2017,5,24,5/24/2017,7:45:00,3,GA,13,0,1,0,0,20000,0,34.8186,-84.9512,34.8299,-84.9263,1.61,200,1,1,1,313,0,0,0,0
615316,2017,5,24,5/24/2017,8:47:00,3,GA,13,0,0,0,0,10000,0,34.5847,-84.9251,34.5871,-84.9212,0.28,90,1,1,1,129,0,0,0,0
615317,2017,5,24,5/24/2017,8:50:00,3,GA,13,0,0,0,0,30000,0,34.5984,-84.8888,34.6017,-84.8849,0.32,90,1,1,1,129,0,0,0,0
615318,2017,5,24,5/24/2017,9:16:00,3,GA,13,0,0,0,0,8000,0,34.7295,-84.6111,34.7302,-84.6099,0.08,30,1,1,1,123,0,0,0,0
615319,2017,5,24,5/24/2017,9:43:00,3,GA,13,0,0,0,0,7000,0,34.8801,-84.2944,34.8812,-84.2924,0.13,35,1,1,1,111,0,0,0,0
615321,2017,5,24,5/24/2017,12:05:00,3,GA,13,0,0,0,0,25000,0,32.5133,-82.9802,32.5329,-82.9489,2.27,240,1,1,1,175,0,0,0,0
615328,2017,5,24,5/24/2017,14:48:00,3,GA,13,0,0,0,0,5000,0,31.1661,-83.3577,31.179,-83.3461,1.12,568,1,1,1,75,0,0,0,0
615340,2017,5,24,5/24/2017,21:09:00,3,GA,13,0,1,0,0,50000,0,32.2002,-82.3925,32.2214,-82.3251,4.2,440,1,1,1,279,0,0,0,0
615610,2017,8,4,8/4/2017,17:46:00,3,GA,13,0,1,0,0,100000,0,32.7145,-83.6986,32.7193,-83.6671,1.86,200,1,1,1,21,0,0,0,0
615898,2017,12,20,12/20/2017,12:15:00,3,GA,13,0,0,0,0,30000,0,33.0245,-84.5904,33.0195,-84.536,3.17,125,1,1,1,199,0,0,0,0
615920,2018,2,7,2/7/2018,6:43:00,3,GA,13,0,0,0,0,50000,0,33.7178,-85.159,33.7259,-85.1396,1.25,250,1,1,1,143,0,0,0,0
615923,2018,2,7,2/7/2018,8:03:00,3,GA,13,0,1,0,0,25000,0,33.1916,-85.2025,33.2074,-85.1129,5.29,250,1,1,1,149,0,0,0,0
615924,2018,2,7,2/7/2018,10:10:00,3,GA,13,0,0,0,0,35000,0,32.6038,-84.5151,32.5999,-84.4538,3.7,200,1,1,1,263,0,0,0,0
615972,2018,3,17,3/17/2018,19:31:00,3,GA,13,0,1,0,0,500000,0,34.7903,-83.784,34.7402,-83.719,5.06,630,1,1,1,311,0,0,0,0
615991,2018,3,19,3/19/2018,20:13:00,3,GA,13,0,1,0,0,300000,0,33.774,-85.3617,33.776,-85.3441,1.02,400,2,1,2,143,0,0,0,0
615993,2018,3,19,3/19/2018,20:25:00,3,GA,13,0,1,2,0,300000,0,33.8115,-85.1924,33.7916,-85.1888,1.39,500,1,1,1,143,0,0,0,0
615994,2018,3,19,3/19/2018,21:11:00,3,GA,13,0,2,0,0,750000,0,33.6226,-84.6252,33.6267,-84.6176,0.53,315,1,1,1,121,0,0,0,0
616057,2018,4,7,4/7/2018,16:18:00,3,GA,13,0,0,0,0,8000,0,32.4958,-82.7102,32.4958,-82.6976,0.73,50,1,1,1,175,0,0,0,0
616117,2018,4,15,4/15/2018,6:55:00,3,GA,13,0,1,0,0,0,0,30.9838,-84.6355,30.9887,-84.6303,0.46,31,1,1,1,87,0,0,0,0
616256,2018,5,24,5/24/2018,16:15:00,3,GA,13,0,0,0,0,0,0,31.52,-82.05,31.52,-82.05,0.1,20,1,1,1,305,0,0,0,0
616406,2018,6,22,6/22/2018,18:06:00,3,GA,13,0,0,0,0,10000,0,34.7521,-85.2635,34.7427,-85.2436,1.3,150,1,1,1,295,0,0,0,0
616538,2018,7,27,7/27/2018,13:49:00,3,GA,13,0,1,0,0,0,0,32.0644,-81.0287,32.0379,-81.0053,2.35,100,1,1,1,51,0,0,0,0
616564,2018,8,1,8/1/2018,17:32:00,3,GA,13,0,1,0,0,200000,0,33.6791,-83.6926,33.6783,-83.6879,0.28,100,1,1,1,297,0,0,0,0
616567,2018,8,2,8/2/2018,13:57:00,3,GA,13,0,0,0,0,15000,0,33.1037,-83.6601,33.1162,-83.6483,1.1,100,1,1,1,169,0,0,0,0
616813,2018,10,10,10/10/2018,13:32:00,3,GA,13,0,0,0,0,5000,0,32.4955,-83.8795,32.5195,-83.8916,1.8,100,1,1,1,225,0,0,0,0
616814,2018,10,10,10/10/2018,13:58:00,3,GA,13,0,1,0,0,200000,0,32.6525,-84.0267,32.6937,-84.0974,5,250,1,1,1,79,0,0,0,0
616815,2018,10,10,10/10/2018,16:33:00,3,GA,13,0,0,0,0,10000,0,33.7179,-84.4126,33.7236,-84.4312,1.14,100,1,1,1,121,0,0,0,0
616946,2018,11,7,11/7/2018,16:35:00,3,GA,13,0,0,0,0,15000,0,32.7181,-83.7589,32.7537,-83.6353,7.59,200,1,1,1,21,0,0,0,0
616999,2018,12,2,12/2/2018,1:45:00,3,GA,13,0,1,0,0,25000,0,31.6445,-83.831,31.6567,-83.8104,1.48,350,1,1,1,321,0,0,0,0
617001,2018,12,2,12/2/2018,8:22:00,3,GA,13,0,0,0,0,10000,0,31.339,-83.6184,31.3595,-83.5979,1.86,600,1,1,1,277,0,0,0,0
617002,2018,12,2,12/2/2018,13:14:00,3,GA,13,0,0,0,0,0,0,31.2925,-83.0196,31.3088,-82.9688,3.2,50,1,1,1,3,0,0,0,0
617003,2018,12,2,12/2/2018,13:30:00,3,GA,13,0,0,0,0,2000,0,31.31,-82.86,31.3114,-82.8573,0.19,50,1,1,1,3,0,0,0,0
617004,2018,12,2,12/2/2018,13:40:00,3,GA,13,0,1,0,0,0,0,31.13,-81.56,31.13,-81.55,0.59,80,1,1,1,127,0,0,0,0
617005,2018,12,2,12/2/2018,14:10:00,3,GA,13,0,3,4,0,0,0,30.78,-81.55,30.82,-81.44,7.09,900,1,1,1,39,0,0,0,0
617006,2018,12,2,12/2/2018,17:48:00,3,GA,13,0,0,0,0,0,0,30.6911,-82.3895,30.7062,-82.3739,1.4,50,1,1,1,299,0,0,0,0
